Network Slice ID,Timestamp,Device ID,Traffic Load (bps),Traffic Type,Network Utilization (%),Latency (ms),Packet Loss Rate (%),Signal Strength (dBm),Bandwidth Utilization (%),Network Slice Failure,QoS Metric (Throughput),Overload Status,Device Type,Region,Network Failure Count,Time of Day,Weather Conditions
4,2025-01-13 20:00:00,117,0.11762493211420841,1,0.1060555805784591,0.19691840920497497,0.15954949668188306,0.8619598084889821,0.07525011395201897,0,0.554800065454883,1,0,1,4,2,1
2,2025-01-13 21:00:00,139,0.44209787127963607,1,0.7762419697326155,0.055359028546551975,0.2051244796962861,0.4863694629494064,0.0683709306124134,1,0.4620221906262234,0,2,3,2,2,1
4,2025-01-13 22:00:00,120,0.5208620827806021,1,0.8083470957602792,0.19836266603924332,0.7887762905702573,0.13356848643063568,0.5373074247216638,0,0.5279472318452748,0,1,0,1,0,1
3,2025-01-13 23:00:00,114,0.5285198226511516,3,0.768122997551453,0.009161221697993688,0.16711908574004314,0.2888829300156177,0.15992818258988994,1,0.31944961647745074,0,0,3,0,1,1
4,2025-01-14 00:00:00,196,0.8594708469475878,1,0.11381369394839558,0.6281072265064133,0.0283133662055259,0.6627897391501012,0.007480263591023828,1,0.6575950082589134,1,0,1,0,2,0
3,2025-01-14 01:00:00,198,0.36487833975837114,3,0.6441696131505761,0.3167773167542852,0.6295022166369192,0.613365157423073,0.4229995628610794,0,0.8970797452678021,0,0,1,0,2,0
3,2025-01-14 02:00:00,125,0.6534641785596639,0,0.8347351546264223,0.9744907735698302,0.9762984298072753,0.5310521546061868,0.1370096652751771,1,0.7821228164310637,0,2,3,0,1,2
4,2025-01-14 03:00:00,107,0.49463034517142834,1,0.5775630826531217,0.1939426299958895,0.3312165574958941,0.6833727353155397,0.1603154845767838,0,0.4613914073271034,0,0,0,3,1,0
3,2025-01-14 04:00:00,199,0.7854230286411268,0,0.6466709831890374,0.34627282070123067,0.11855540337462171,0.637691414507076,0.07668330781727328,0,0.9538908798206998,1,2,2,1,1,0
1,2025-01-14 05:00:00,193,0.6528198199802352,2,0.45848023770245816,0.3583026779867502,0.570506013394368,0.8822022023991778,0.2049084329028985,0,0.9854320585440208,0,1,3,4,0,1
3,2025-01-14 06:00:00,186,0.8913426696699639,0,0.5288790119869822,0.0084107428168112,0.9066357672101952,0.5861954736704682,0.7154661317765201,0,0.49252870078426925,0,0,1,4,0,2
2,2025-01-14 07:00:00,141,0.7558381780788989,2,0.03416251148140459,0.8403614715273938,0.784284051724052,0.7792357958419376,0.8089398838063269,0,0.8645062979769225,0,1,2,2,0,2
4,2025-01-14 08:00:00,143,0.12416979015500218,0,0.6392208163930682,0.03198755159081304,0.6226598270137723,0.2480887304613324,0.4524294179290671,1,0.003622184030155254,0,2,3,4,1,1
1,2025-01-14 09:00:00,113,0.03247611755593344,3,0.08126962481429967,0.9414785075077944,0.31505140682900223,0.6785795952206966,0.506467294083959,0,0.06558053585264144,1,2,2,1,2,2
4,2025-01-14 10:00:00,177,0.8375292687921226,0,0.4351131187013597,0.8933038688040983,0.5419850417704054,0.9031207737653333,0.032413199564282236,1,0.021262124977552962,0,2,3,4,1,0
2,2025-01-14 11:00:00,101,0.46992548143267954,3,0.2926424487988841,0.5362388642086948,0.09113125340320824,0.38543787974463295,0.06908644150974386,0,0.7729215238146163,0,0,1,3,2,2
2,2025-01-14 12:00:00,136,0.7142976380196046,3,0.5456127000067457,0.5443241294951476,0.6791167384761169,0.7797398133498341,0.2573996023876972,0,0.07871953951221151,1,0,3,4,0,1
2,2025-01-14 13:00:00,168,0.3010156159578352,1,0.13327933184950025,0.6546648725337609,0.7252897057119817,0.7252965070585113,0.543824138050965,1,0.01591696298306959,1,1,2,0,0,2
3,2025-01-14 14:00:00,137,0.532423812109935,3,0.6919423362406092,0.38755352109260033,0.9653416243214897,0.058460478764014834,0.7395409883259769,1,0.14643900699828777,1,2,0,0,0,2
3,2025-01-14 15:00:00,140,0.8535347352676704,2,0.7953911947841097,0.6480998087754383,0.260365771625106,0.5816767471040081,0.6049488048072282,0,0.3055024769698137,1,1,1,0,2,2
4,2025-01-14 16:00:00,161,0.6210459308588777,1,0.16324082573097964,0.04477984356947995,0.01830754519075578,0.12929070448912006,0.392003831793323,0,0.4640952649108343,1,2,1,0,2,1
4,2025-01-14 17:00:00,159,0.10061675911005066,1,0.10415335599109854,0.05407242179895197,0.545715140300801,0.9683998069300586,0.11811031471830047,1,0.06432675127062142,0,2,2,3,1,0
1,2025-01-14 18:00:00,113,0.8256281105047142,0,0.14538792773709464,0.45783481812508686,0.7069753171694824,0.8121195054998269,0.7807765843999159,1,0.4984172641187645,1,1,3,3,1,2
1,2025-01-14 19:00:00,188,0.33897045076165633,3,0.8775713468683564,0.550359519539181,0.7906328240084681,0.108776768535646,0.3636527398037388,0,0.24720043933001895,1,2,3,3,1,0
4,2025-01-14 20:00:00,183,0.508366645596104,3,0.528360549290595,0.8890410387205984,0.19367503161796695,0.12083340396780251,0.736042707940366,0,0.27354151563416335,1,1,3,4,0,0
3,2025-01-14 21:00:00,101,0.0374184257618789,2,0.4673847026480238,0.10475818816846774,0.26172193903351354,0.5946729476578885,0.5128944258229984,0,0.82171828378621,0,0,1,0,1,0
2,2025-01-14 22:00:00,169,0.17437856678626437,0,0.10655396099036696,0.8237776394620727,0.5126815950888852,0.3444981579457038,0.7386516017651736,1,0.9869343108422448,0,1,1,2,0,2
4,2025-01-14 23:00:00,116,0.0932405783424293,0,0.6498220735881945,0.2102963924647198,0.330603255673917,0.03378192953099335,0.9073343747976905,0,0.4632576251390159,0,1,2,2,2,0
1,2025-01-15 00:00:00,188,0.3781116175959972,1,0.8684362485318919,0.39459726902261394,0.8607708193306044,0.5417156856918373,0.9210788324633876,1,0.3209966402811847,1,2,3,0,0,2
3,2025-01-15 01:00:00,127,0.7912790128293018,1,0.8285914341102094,0.3170046705621725,0.473831999403013,0.3875556468916783,0.5350296160097667,1,0.9313934575452294,0,1,3,1,0,2
4,2025-01-15 02:00:00,165,0.4327474381460279,1,0.6263024228729182,0.40067762177158395,0.7998084381734777,0.10010901427659213,0.5114234667474193,0,0.4998852069653855,1,0,2,4,0,2
4,2025-01-15 03:00:00,134,0.4397775126645952,2,0.07509631139250361,0.15065894322359166,0.5807434089300259,0.8026099640750857,0.26551300041460646,0,0.7300615883646493,1,0,1,2,2,0
3,2025-01-15 04:00:00,104,0.05017427729453977,2,0.11224360883065598,0.5042410894720958,0.7733070947452398,0.9160338799248433,0.9358539886886983,1,0.4130744873569069,0,0,1,3,2,2
4,2025-01-15 05:00:00,164,0.05441435706590933,1,0.04910630123170012,0.8027421054270412,0.3326764367720316,0.7571763375982588,0.4578167061239984,0,0.2016338569497817,0,0,0,1,1,1
3,2025-01-15 06:00:00,139,0.4617624932114208,0,0.2574390976173231,0.44211584417523075,0.8316618502329133,0.8231603558266247,0.12738051817758222,0,0.6545040872653533,0,1,0,3,1,1
2,2025-01-15 07:00:00,175,0.7950672625777905,2,0.13552621678406918,0.4912659650748782,0.27454760008480056,0.21579597002637385,0.43259418995704224,1,0.6644733727697223,1,0,3,1,1,1
3,2025-01-15 08:00:00,155,0.28599838854711057,0,0.26000992745654816,0.8499348464232773,0.5462057215828698,0.26298967356022795,0.1268423528103504,0,0.45957310384694194,0,1,1,1,2,2
3,2025-01-15 09:00:00,135,0.12022351118668817,0,0.3851175673702263,0.7070202207246553,0.2139530372584183,0.2078141155671096,0.5024438442661778,1,0.26911443842576177,0,1,3,4,2,1
3,2025-01-15 10:00:00,144,0.07317309318827289,3,0.9434779975575984,0.4911065688819908,0.4755992235801153,0.765665859922247,0.5612069272765423,1,0.8316412181127524,0,2,1,3,2,2
4,2025-01-15 11:00:00,122,0.10915812715342635,1,0.610611529699161,0.2580132012114458,0.31817163160174544,0.9489518400278192,0.33761391866029467,0,0.2744892618155446,0,1,0,3,2,2
4,2025-01-15 12:00:00,146,0.8174261714194141,3,0.8353846513776455,0.886145989363906,0.2666749005383828,0.7173256109530635,0.0714215594191221,1,0.6586478442708839,0,1,2,2,2,2
3,2025-01-15 13:00:00,130,0.24432764131373477,1,0.7106650447514067,0.5777970068498709,0.967295966395219,0.88234441325887,0.9435602175663607,1,0.38328497414830176,1,2,1,0,0,0
4,2025-01-15 14:00:00,110,0.9220370634164582,1,0.11234979504088338,0.2214126227182224,0.1599938842391015,0.6390027521828501,0.773354031162427,0,0.471884440285133,1,0,0,0,1,1
1,2025-01-15 15:00:00,109,0.7993351643949039,0,0.7362539180153804,0.2694537286262494,0.7875496916839861,0.38737000988652737,0.8389034739945167,1,0.2104983874032062,0,0,0,2,0,2
1,2025-01-15 16:00:00,166,0.6988586283954025,1,0.2750725224619823,0.8042347472308238,0.984484236243255,0.42556181057046727,0.3667360926825918,0,0.6490925428172697,1,1,1,1,1,1
4,2025-01-15 17:00:00,113,0.2994086145956678,0,0.6393657545131295,0.044156121610731736,0.019753310417934107,0.07429305974141931,0.7608278437730178,1,0.2249385768974948,1,2,3,2,0,1
4,2025-01-15 18:00:00,179,0.06780455124153098,0,0.3409870492083278,0.9934654875210124,0.6992084634686282,0.030325111808157335,0.4852794316419986,1,0.4851334225248296,1,1,1,2,2,0
3,2025-01-15 19:00:00,173,0.8063229494039406,1,0.9982101855705015,0.13048616668838123,0.25287658963305215,0.6959135018094493,0.20089685328090057,1,0.3276932300242927,0,1,0,3,1,1
2,2025-01-15 20:00:00,192,0.4390073984384042,0,0.26351610265223235,0.7971600278769271,0.040349630733529755,0.43825903770213714,0.12421161757793842,1,0.9635889557003552,1,0,1,2,0,2
4,2025-01-15 21:00:00,109,0.7770597216905121,0,0.27910726007821185,0.39528993160678505,0.4029270683927352,0.5523142456559549,0.34491141735116737,1,0.9822262823983512,0,2,2,1,1,2
1,2025-01-15 22:00:00,175,0.08200158474372557,0,0.9311578553508282,0.4928708763267148,0.9355133586143872,0.5577733019733107,0.13734465489211423,1,0.7532266238943235,1,1,3,0,2,1
3,2025-01-15 23:00:00,193,0.3439739674682384,2,0.02442245737166715,0.8818636726846595,0.011612976732975724,0.27682517096252623,0.9983436066906328,1,0.9839246828789376,0,0,1,4,2,1
4,2025-01-16 00:00:00,100,0.4304426598766037,0,0.6969918624050513,0.4134518760366249,0.588012862713763,0.4758112341428833,0.048952573958588985,0,0.11253091667681127,1,1,0,2,1,0
1,2025-01-16 01:00:00,104,0.5495221285423029,2,0.7256516291608324,0.5382135364533119,0.5014817216376684,0.4706668103826246,0.4410356403521867,1,0.9923417613385666,1,0,0,2,1,2
1,2025-01-16 02:00:00,119,0.31375143561756036,2,0.8367905401533091,0.049317631319727634,0.8736497374566436,0.38813914478076295,0.45198915204687107,0,0.10252439782614357,0,2,3,3,2,1
2,2025-01-16 03:00:00,107,0.8694923478245387,0,0.9749590895647864,0.0022979456539928833,0.08388461533838264,0.8214092988414476,0.30047791896780107,1,0.4147882496990135,0,1,1,3,2,1
3,2025-01-16 04:00:00,142,0.48050119746084885,0,0.9761226060023287,0.24509888742623606,0.6816985950931881,0.45102425981500627,0.5712862804021281,1,0.23807579529188522,1,2,0,2,2,2
3,2025-01-16 05:00:00,175,0.1919787929238522,2,0.06508654144732029,0.6815085768424267,0.6802815770388279,0.6038653000500462,0.14977363964767854,0,0.9538176711244273,0,0,3,2,0,1
2,2025-01-16 06:00:00,100,0.10284474853322176,2,0.8222399313119686,0.12138631742842668,0.6692465485624636,0.8964309960045125,0.7839167589079781,0,0.635386379791954,0,2,2,1,1,0
2,2025-01-16 07:00:00,156,0.24981303585260103,0,0.6465734655229909,0.11387259686961129,0.9426334933639127,0.8670752545493801,0.3323041357826224,0,0.5966783624572001,0,2,3,0,2,1
3,2025-01-16 08:00:00,163,0.23669772348892906,0,0.6476064723183084,0.41149849038303554,0.8233287195798894,0.8913210260736166,0.5912838562527538,1,0.9974616458588736,0,2,1,0,1,1
3,2025-01-16 09:00:00,183,0.45201698702824944,1,0.12820896641504986,0.6487154477403256,0.041835252490911135,0.2694369268019965,0.7156212388864691,0,0.6119949827502508,1,1,1,4,0,0
4,2025-01-16 10:00:00,127,0.21197060211358518,2,0.6504537261703189,0.7130427437130873,0.47115339848129395,0.03385873994533295,0.8890809507087061,1,0.6457685610506808,0,0,0,0,0,0
4,2025-01-16 11:00:00,136,0.26733202161661673,2,0.9830086407825487,0.17865430681127656,0.39798815253842945,0.2604775970843143,0.8358088160460617,1,0.04367342646255325,1,2,2,4,2,0
2,2025-01-16 12:00:00,146,0.5408461017975268,1,0.912289445862178,0.0796496581427211,0.3101397514219555,0.27815985147661126,0.6082558550538799,0,0.85891046415778,1,1,1,3,1,2
4,2025-01-16 13:00:00,175,0.4599017547920692,2,0.43923239953814397,0.9416960189634814,0.45139770051810546,0.9103039256308854,0.3882679332067194,1,0.9700803045381592,0,0,0,4,0,1
1,2025-01-16 14:00:00,136,0.763434709448812,3,0.03973797708330595,0.26098820622717755,0.38422261131687074,0.6495713191330661,0.5031170506450957,0,0.9602904862817796,0,0,3,4,1,1
4,2025-01-16 15:00:00,148,0.36121918430213407,2,0.3623352240507338,0.8545203412641506,0.432385663162718,0.0806906777927705,0.7687341974725108,0,0.2202127835958682,0,0,3,0,1,0
4,2025-01-16 16:00:00,143,0.5280501865189947,1,0.8267944741770221,0.8646798782124528,0.9795787654751341,0.1344922205664889,0.8775806077475947,0,0.22502819285847275,0,2,1,2,2,2
1,2025-01-16 17:00:00,155,0.48669104619795056,3,0.701805732373487,0.7735802452814526,0.08851812068294057,0.1548377408404864,0.10356340392152741,0,0.3653253104874057,1,2,2,3,0,0
2,2025-01-16 18:00:00,127,0.402862109489766,0,0.45946117932202934,0.16902341414423636,0.9225201225482665,0.6307058348100487,0.38472985614398625,1,0.309422376084688,1,2,0,1,0,1
1,2025-01-16 19:00:00,178,0.19712587138647272,1,0.054903372872666445,0.8229299546642718,0.4803116988045647,0.73594635208314,0.7761184217833212,1,0.30482153059174355,0,0,1,4,0,2
4,2025-01-16 20:00:00,105,0.3925456949279298,1,0.42698691111267206,0.7703035089800808,0.6238867986166031,0.860469961778956,0.4315406927696377,0,0.6047770899016786,1,0,0,4,1,2
2,2025-01-16 21:00:00,160,0.4175198760694795,0,0.4691500238802684,0.5975279191433951,0.8304275968759941,0.9416540980827472,0.332084109514577,0,0.805404813989185,0,2,3,4,0,1
4,2025-01-16 22:00:00,119,0.412964850740289,1,0.9290394796639696,0.3376338843002794,0.36047995128742416,0.20097500064086926,0.41120496445191645,1,0.9367197189162675,1,2,0,2,0,2
1,2025-01-16 23:00:00,177,0.6326354822339545,2,0.6413455559864458,0.26283307625687835,0.43047274448767503,0.3092984398688676,0.6027897829002566,1,0.06678684428539698,1,0,3,1,1,2
1,2025-01-17 00:00:00,101,0.16072795826247985,0,0.3116551038100128,0.12201153365239506,0.40955918323534024,0.23968463176325594,0.9998802780764118,0,0.2771527526665311,1,0,2,0,0,0
4,2025-01-17 01:00:00,172,0.7627146749049599,1,0.5254873099284041,0.5104369762129579,0.37475486142940956,0.35840335062254436,0.4929014627655377,1,0.25416095450861,0,1,2,3,0,2
3,2025-01-17 02:00:00,136,0.8914606351439179,0,0.06586569969860778,0.58604932693875,0.9258201733608611,0.9156212487608753,0.20831026866903213,1,0.3567076932175095,0,1,3,2,1,0
3,2025-01-17 03:00:00,119,0.06846003863925715,0,0.9730865533918327,0.35980266310128783,0.8291739139926405,0.5752658825571122,0.162647408577985,1,0.42368121926033386,1,2,1,1,0,2
1,2025-01-17 04:00:00,125,0.6046976967797651,0,0.36009989169861,0.47598952741261746,0.10889500920036717,0.738730791800075,0.042111089743534835,1,0.38847694055161996,0,0,3,3,2,0
1,2025-01-17 05:00:00,128,0.30270608345723415,3,0.47799934440939906,0.36398413248655104,0.108017946843275,0.4900715965938087,0.5587478416741964,0,0.9521169128024216,0,0,0,0,1,0
3,2025-01-17 06:00:00,100,0.5231657481681965,1,0.35532023432523663,0.6418746464293799,0.4279191139182389,0.027719684250320675,0.5444980296121651,1,0.4364911083404628,1,1,0,3,0,2
3,2025-01-17 07:00:00,134,0.3853041728617089,3,0.6828035331595386,0.9025019293944679,0.09854738223790292,0.06314080778797404,0.20504865189921895,0,0.5510896746741963,0,0,0,4,2,0
4,2025-01-17 08:00:00,169,0.163402213299383,1,0.662508124385977,0.16410300625486465,0.6192353945999681,0.5379884172954583,0.6953047530294092,0,0.7483628652332044,0,2,1,4,1,1
4,2025-01-17 09:00:00,158,0.7191208678697661,2,0.7156397364376625,0.38190420943006187,0.14360344420117263,0.7192820538707678,0.7410973911412733,0,0.7247865977356355,1,1,2,2,0,1
3,2025-01-17 10:00:00,168,0.7584278540967406,2,0.26811143861659525,0.1410182097540836,0.5224686760140825,0.2146331875330798,0.2589305837121163,1,0.5824986849591437,1,0,2,3,1,2
4,2025-01-17 11:00:00,132,0.15220773497386955,2,0.31567380420629276,0.6257892688320197,0.007065625999390942,0.722409971132759,0.34396000034832297,1,0.8606939874577512,1,0,0,4,2,2
4,2025-01-17 12:00:00,150,0.007231506129753124,1,0.1251078510229573,0.7298654100219157,0.31659200511451985,0.8113760225650066,0.9905437473841883,0,0.6237640573387079,1,2,1,2,1,2
2,2025-01-17 13:00:00,177,0.8562612957505721,0,0.6557806883251998,0.9331995208263172,0.6773611872344695,0.4116648941402876,0.3741345901995061,1,0.8746372430995348,0,0,0,2,0,1
4,2025-01-17 14:00:00,111,0.48542013514836946,0,0.03958701333228265,0.27921992169521737,0.4841157687829277,0.7469775797335771,0.7607984758879378,0,0.3019692724671398,0,1,2,2,2,2
1,2025-01-17 15:00:00,119,0.8653502016541876,3,0.5979078924926866,0.9515242994563603,0.9785859047854204,0.40377876440851845,0.4526212633835833,0,0.1310257464426708,1,1,3,0,1,2
4,2025-01-17 16:00:00,152,0.33194037624308903,3,0.8701338661795934,0.0633007135543997,0.8743697180107065,0.6787480374058388,0.7933522975251337,1,0.8193336784943104,1,0,0,4,0,0
4,2025-01-17 17:00:00,187,0.7919178069995816,2,0.891286635623334,0.6038278359813242,0.35908702625434924,0.7645969565611683,0.7690227374100198,1,0.3818155265259485,0,0,0,4,0,2
3,2025-01-17 18:00:00,142,0.18662916996821613,3,0.4491472358842983,0.05716194883261139,0.0453507711267451,0.993065433961168,0.667722335012378,1,0.650699062219122,0,0,0,1,2,1
1,2025-01-17 19:00:00,197,0.05459686968598926,1,0.4594211807292998,0.8950061491090232,0.8458784169033952,0.34500684572209006,0.8548059498758944,0,0.7370274227022439,0,0,2,0,2,1
4,2025-01-17 20:00:00,188,0.47247509370465013,1,0.07678809788982055,0.5305177925499784,0.9115182321755525,0.41080617080759074,0.9392737724528355,0,0.32594224882080336,1,1,1,4,1,2
4,2025-01-17 21:00:00,149,0.29497934491323974,3,0.6710476550969842,0.6702576839423012,0.820867391381715,0.1648051857854944,0.5799208640756879,1,0.5046057120576058,1,2,3,4,0,1
2,2025-01-17 22:00:00,128,0.24590904639381775,3,0.8216595760670027,0.8327164699392219,0.1278541467050529,0.20334910165418707,0.23729419687401676,0,0.8948287059472309,1,1,3,1,2,0
4,2025-01-17 23:00:00,156,0.23436401029193119,3,0.24460492091827524,0.15047380186311374,0.998241076902766,0.6938279809197614,0.3985070690910111,0,0.8796775708403085,1,0,3,3,0,0
4,2025-01-18 00:00:00,138,0.5520428058866997,3,0.4213886965036142,0.03859413718956853,0.25855175547062526,0.918007359818688,0.7583016996321734,0,0.7490875162418178,0,0,0,3,1,2
2,2025-01-18 01:00:00,194,0.9121880592231194,2,0.8392532211963799,0.880091697448718,0.7243981676374344,0.39433148161606657,0.6508442652152431,1,0.7624857601432283,1,1,2,0,2,2
3,2025-01-18 02:00:00,155,0.848697037953722,2,0.8775642470920197,0.3153330635888971,0.908317247193465,0.17906320483691918,0.17760407208076479,1,0.8975898938748892,1,1,3,2,1,0
4,2025-01-18 03:00:00,142,0.5763681769215018,3,0.24312869464354936,0.12911142144327645,0.2356435483210805,0.2845671186155636,0.051003796910362276,1,0.7360474586612581,0,0,0,1,1,0
2,2025-01-18 04:00:00,149,0.24328598392108333,1,0.5507594004283289,0.46908178069476314,0.9085410339683049,0.4549211528751653,0.6829328867533415,0,0.33883232330370794,1,1,1,1,2,2
1,2025-01-18 05:00:00,122,0.999084098254111,2,0.19240228199692755,0.5991132805317848,0.3094737868399841,0.2901310727791544,0.25090877419268964,1,0.11977148632600203,0,0,0,4,1,1
3,2025-01-18 06:00:00,143,0.38539431628991916,1,0.10171713173542929,0.030962223001844313,0.9767287413017273,0.23292488934962563,0.499581465943852,0,0.42122816526223206,1,1,3,4,0,2
1,2025-01-18 07:00:00,137,0.9169222585269007,0,0.9115908325702318,0.275237937522128,0.2812385469412004,0.7365181641158478,0.7467389703615703,0,0.08629276876997939,0,0,3,1,2,2
1,2025-01-18 08:00:00,183,0.7925610526971805,1,0.8209070727301342,0.032794123563716804,0.9537402048253072,0.006657009797940816,0.5625986490432053,0,0.11475367031533996,0,1,1,2,0,2
2,2025-01-18 09:00:00,122,0.041912242590432774,3,0.7603872452500076,0.4208867484600278,0.05341278691092,0.5392990047603694,0.08307734705783276,1,0.9501394658897024,0,0,2,3,1,2
4,2025-01-18 10:00:00,144,0.6831135762680176,0,0.04856320914743173,0.8963338964048796,0.7094580274132538,0.7944371008074811,0.18538852069973633,0,0.6755307146159498,1,2,1,0,2,2
2,2025-01-18 11:00:00,151,0.46141972560785605,2,0.8441464954788955,0.9840121416343083,0.5322112665526353,0.26565128713786756,0.21914752833168638,1,0.8514597821658778,1,2,1,3,0,2
2,2025-01-18 12:00:00,179,0.9584472182405784,2,0.43814496608866516,0.6379104519803809,0.4779509185653792,0.6035114515028195,0.25769622756563737,0,0.6425040262214996,1,1,3,0,0,2
2,2025-01-18 13:00:00,149,0.23141487344307834,0,0.34242131805506526,0.16181715663762977,0.22344483749096586,0.6692751690934193,0.5653361572207678,1,0.4178801481392862,1,2,3,2,0,1
2,2025-01-18 14:00:00,107,0.12299347406095032,1,0.5466619295590174,0.9070987103119249,0.705780023382302,0.655366953365272,0.5038784098378539,1,0.024034765993344878,1,0,2,1,0,2
3,2025-01-18 15:00:00,184,0.822944952413173,2,0.09118339059235003,0.5169370634378505,0.19074416992168333,0.4456973252235321,0.20297408379723136,1,0.9558110938894753,1,1,3,2,0,0
4,2025-01-18 16:00:00,100,0.16762337407964675,3,0.7569962467229676,0.1539174348439569,0.5529519783911414,0.34619096461820575,0.06732444631575629,1,0.06986246229388339,0,1,1,1,1,2
1,2025-01-18 17:00:00,107,0.9807349026450977,0,0.5826487267700051,0.9229988144873348,0.25321030881708767,0.8366940419172435,0.17123585158507137,1,0.6097292748033522,1,0,1,4,1,1
1,2025-01-18 18:00:00,128,0.04958778857025847,3,0.1864946183447489,0.7585050637017509,0.9559268193495777,0.7590327394400125,0.9844513916312918,1,0.10117009717886723,1,0,2,0,1,0
4,2025-01-18 19:00:00,195,0.9411163095057914,0,0.1881380036129774,0.7327042484310597,0.02848725245198263,0.3208082778116703,0.46844797181252207,1,0.2833292336890205,0,0,3,4,1,2
1,2025-01-18 20:00:00,104,0.823090739932871,2,0.1841513445323386,0.7101472988259343,0.19966728218550384,0.1020563096014162,0.8673772269804958,1,0.18488299615075388,0,1,3,1,1,2
4,2025-01-18 21:00:00,185,0.17440972747749753,1,0.05680570970414256,0.20057492102132,0.24227025127606824,0.0707708649130816,0.8487780953573034,0,0.5532165251844321,1,0,1,0,1,0
1,2025-01-18 22:00:00,146,0.16978904212035154,0,0.5880162876879895,0.21125712602065874,0.41411073412989075,0.0932924209138557,0.5114346631128932,0,0.8869682726202168,0,2,1,0,1,2
2,2025-01-18 23:00:00,133,0.10306287337185388,0,0.8407632403232173,0.6892295658906691,0.23268524244485977,0.5830410166929734,0.706666777550863,0,0.6352185550135336,1,1,3,4,0,1
1,2025-01-19 00:00:00,164,0.05573757356148895,3,0.017270686026588544,0.21998571437992218,0.4914294625962083,0.050577864314865995,0.19256264477035634,0,0.6638179703651279,0,0,0,0,1,2
4,2025-01-19 01:00:00,154,0.9383418951042103,2,0.04880172142232797,0.4392494158192114,0.8727306510105988,0.3365170329649083,0.6883697794145911,0,0.9088502109882195,1,1,1,1,0,1
4,2025-01-19 02:00:00,189,0.2126850722482884,3,0.572976379007182,0.7830731061884212,0.7122507903561134,0.7537740802990076,0.27222131200346955,1,0.7491557471084027,0,2,1,1,2,2
4,2025-01-19 03:00:00,142,0.4761086528788028,2,0.8198944637213446,0.7850266029520997,0.5800853101080168,0.2938376529612907,0.8320822554236857,1,0.8658238457428378,0,2,1,4,1,0
4,2025-01-19 04:00:00,173,0.7429587966631351,3,0.32675285885895367,0.4538604658177926,0.08888850338102605,0.7639063554410008,0.08349903521164825,1,0.41572967732697197,1,0,2,2,0,1
4,2025-01-19 05:00:00,129,0.6110633808459682,0,0.34964623133745376,0.7932758650092663,0.6941707168293975,0.7460231337620409,0.7731395202845786,1,0.865223639804343,1,1,3,1,2,2
3,2025-01-19 06:00:00,181,0.6159544964877449,3,0.5965710112659974,0.839774472043673,0.16633713661860655,0.2452018977053001,0.0997171221651938,1,0.6454697165002132,0,0,3,1,2,2
3,2025-01-19 07:00:00,116,0.9470323893127733,1,0.2741858381262692,0.6556641353113443,0.7865907755557049,0.7293389211485113,0.8812254962487116,0,0.13461408102662775,0,1,3,0,0,0
1,2025-01-19 08:00:00,125,0.5359316156373252,2,0.026387952535340542,0.22870132790886846,0.2500201585336901,0.7483381945617669,0.30405167938388233,0,0.03760448344647714,0,0,1,0,0,0
4,2025-01-19 09:00:00,107,0.4358668459148334,2,0.7355614894246392,0.2743527890130273,0.41709308174770954,0.397187191632729,0.6543552952324876,1,0.2431686406046656,0,0,3,1,0,1
1,2025-01-19 10:00:00,146,0.24112365452586784,0,0.6258973107149821,0.3152408591785527,0.3504822801911823,0.2097115346163041,0.4874095129666387,0,0.3776423494005448,1,1,3,4,1,1
4,2025-01-19 11:00:00,175,0.4039549594465861,2,0.5809683376900694,0.11691911910534838,0.8590724244789024,0.5212968210036999,0.3661706584067941,0,0.8374023815072238,0,1,3,2,2,1
4,2025-01-19 12:00:00,190,0.152875464071723,1,0.7420221417144841,0.27349940395654726,0.12644798315714442,0.9223696473703731,0.6454008298548948,1,0.7409654240868371,0,2,2,0,1,2
3,2025-01-19 13:00:00,171,0.251813997382502,3,0.6755169547160675,0.20976752028506016,0.5657612713974893,0.6399225593606996,0.9475809797972701,1,0.9553492404394663,1,2,2,0,1,2
3,2025-01-19 14:00:00,188,0.1397356683077964,0,0.20580157532456944,0.45593041452798766,0.14197265620156654,0.17212488962282224,0.041030735687874076,0,0.5586808483301623,1,1,1,2,1,1
2,2025-01-19 15:00:00,145,0.46677157432715166,1,0.3525151181332282,0.9096905888466541,0.7049796819410861,0.6831647507691854,0.918901458924898,0,0.7474701843548471,1,2,3,0,2,2
3,2025-01-19 16:00:00,167,0.15056846003863925,2,0.12596743235699726,0.10457761179574374,0.9053590652967327,0.42700663094511526,0.6090287351882417,1,0.27445448168514225,1,2,1,4,2,0
2,2025-01-19 17:00:00,132,0.6145945548917834,2,0.1297172301520635,0.7212504576496652,0.4346605194086409,0.5917209269133001,0.8073263487188667,0,0.6792260017053775,1,1,1,0,2,2
2,2025-01-19 18:00:00,100,0.2937284657365943,1,0.6764826170396947,0.68821811993802,0.4881710537651476,0.734593169730676,0.3837482254758542,1,0.7058306642267583,1,1,1,0,0,1
2,2025-01-19 19:00:00,118,0.8946345741223815,3,0.8590294232512932,0.09583894928723122,0.9277146061239214,0.5149584146775801,0.47174507708153923,0,0.848262642371741,0,1,1,1,1,2
2,2025-01-19 20:00:00,130,0.5992412371684726,3,0.9632432206181185,0.9238457657465854,0.5210861307990982,0.8147020690891889,0.8688829674017544,0,0.5358826934453769,0,0,1,4,0,0
