sample_id,timestep,rps,channel_occupancy,packet_loss,latency,label,scenario
83,9,0.426516,0.330373,0.042031,0.145581,0,emergency_ramp
84,0,0.08255,0.138355,0.00451,0.023388,0,startup_surge
84,1,0.06626,0.136208,0.026427,0.042399,0,startup_surge
84,2,0.097165,0.1787,0.014318,0.054812,0,startup_surge
84,3,0.098591,0.184752,3.3e-05,0.047197,0,startup_surge
84,4,0.089727,0.137924,0.017057,0.050481,0,startup_surge
84,5,0.11085,0.157945,0.008941,0.078471,0,startup_surge
84,6,0.103707,0.171528,0.0,0.040727,0,startup_surge
84,7,0.103173,0.183055,0.038387,0.050422,0,startup_surge
84,8,0.147707,0.209727,0.045584,0.088732,0,startup_surge
84,9,0.1262,0.228399,0.147054,0.099162,0,startup_surge
85,0,0.355076,0.415642,0.106035,0.128472,1,imbalanced_ap_load
85,1,0.338877,0.49337,0.118244,0.12268,1,imbalanced_ap_load
85,2,0.371305,0.464327,0.126627,0.158241,1,imbalanced_ap_load
85,3,0.344376,0.439799,0.153968,0.152214,1,imbalanced_ap_load
85,4,0.377439,0.488501,0.137848,0.196351,1,imbalanced_ap_load
85,5,0.380645,0.522118,0.123906,0.19772,1,imbalanced_ap_load
85,6,0.430935,0.519311,0.127566,0.169139,1,imbalanced_ap_load
85,7,0.41609,0.509091,0.190421,0.195639,1,imbalanced_ap_load
85,8,0.424077,0.525382,0.180424,0.195284,1,imbalanced_ap_load
85,9,0.446733,0.544789,0.184143,0.197748,1,imbalanced_ap_load
86,0,0.116951,0.25868,0.082404,0.085048,1,lunch_restart
86,1,0.105188,0.256615,0.06872,0.114661,1,lunch_restart
86,2,0.148677,0.288837,0.079947,0.058599,1,lunch_restart
86,3,0.170141,0.317415,0.088575,0.140348,1,lunch_restart
86,4,0.14154,0.279975,0.102289,0.114858,1,lunch_restart
86,5,0.168522,0.349855,0.13297,0.142347,1,lunch_restart
86,6,0.149379,0.386727,0.091584,0.160618,1,lunch_restart
86,7,0.184295,0.327791,0.17575,0.130365,1,lunch_restart
86,8,0.241918,0.342175,0.154574,0.184543,1,lunch_restart
86,9,0.240421,0.424129,0.207626,0.183477,1,lunch_restart
87,0,0.027303,0.09426,0.00601,0.025867,0,lunch_restart
87,1,0.014814,0.090573,0.000597,0.029946,0,lunch_restart
87,2,0.023751,0.09738,0.00301,0.024886,0,lunch_restart
87,3,0.010099,0.073401,0.002275,0.027299,0,lunch_restart
87,4,0.024423,0.082616,0.005866,0.020053,0,lunch_restart
87,5,0.019296,0.058417,0.003454,0.017472,0,lunch_restart
87,6,0.02585,0.09884,0.001936,0.022866,0,lunch_restart
87,7,0.017861,0.079028,0.003495,0.024988,0,lunch_restart
87,8,0.017022,0.063083,0.00075,0.014551,0,lunch_restart
87,9,0.026816,0.090269,0.004875,0.020068,0,lunch_restart
88,0,0.055924,0.108755,0.007159,0.042086,0,lunch_restart
88,1,0.052184,0.134215,0.022102,0.030908,0,lunch_restart
88,2,0.050167,0.129951,0.032549,0.04491,0,lunch_restart
88,3,0.052408,0.153178,0.021876,0.071471,0,lunch_restart
88,4,0.073748,0.158883,0.032038,0.05472,0,lunch_restart
88,5,0.059211,0.146968,0.025969,0.054217,0,lunch_restart
88,6,0.060583,0.151891,0.025835,0.044043,0,lunch_restart
88,7,0.065016,0.17484,0.043046,0.065317,0,lunch_restart
88,8,0.085148,0.19536,0.051672,0.064433,0,lunch_restart
88,9,0.08121,0.223966,0.053611,0.049378,0,lunch_restart
89,0,0.048797,0.166874,0.025313,0.048282,0,lunch_restart
89,1,0.071414,0.175557,0.041573,0.070183,0,lunch_restart
89,2,0.086241,0.196207,0.039252,0.058056,0,lunch_restart
89,3,0.077253,0.184278,0.058889,0.07558,0,lunch_restart
89,4,0.113556,0.179754,0.052686,0.062083,0,lunch_restart
89,5,0.079355,0.191655,0.06444,0.07862,0,lunch_restart
89,6,0.104123,0.220154,0.048379,0.0738,0,lunch_restart
89,7,0.108469,0.240959,0.068343,0.091088,0,lunch_restart
89,8,0.10518,0.226861,0.037397,0.102094,0,lunch_restart
89,9,0.113149,0.245568,0.062295,0.088564,0,lunch_restart
90,0,0.073005,0.153814,0.032302,0.05391,0,startup_surge
90,1,0.068869,0.138706,0.020454,0.044687,0,startup_surge
90,2,0.073501,0.188941,0.027731,0.020496,0,startup_surge
90,3,0.08596,0.188408,0.002534,0.039048,0,startup_surge
90,4,0.094185,0.160284,0.008515,0.028421,0,startup_surge
90,5,0.080715,0.233887,0.037456,0.045478,0,startup_surge
90,6,0.0628,0.209529,0.055424,0.079388,0,startup_surge
90,7,0.112333,0.230362,0.017894,0.078918,0,startup_surge
90,8,0.132808,0.205654,0.081872,0.067088,0,startup_surge
90,9,0.154416,0.260737,0.076045,0.08695,0,startup_surge
91,0,0.087561,0.198752,0.008097,0.053133,0,startup_surge
91,1,0.063724,0.162148,0.007803,0.045967,0,startup_surge
91,2,0.072385,0.168531,0.015823,0.027639,0,startup_surge
91,3,0.053054,0.105039,0.009805,0.053414,0,startup_surge
91,4,0.064717,0.142148,0.027226,0.026432,0,startup_surge
91,5,0.055605,0.128426,0.014957,0.023353,0,startup_surge
91,6,0.061643,0.183565,0.001829,0.05758,0,startup_surge
91,7,0.05164,0.148553,0.014622,0.043352,0,startup_surge
91,8,0.096944,0.138451,0.003307,0.033246,0,startup_surge
91,9,0.094766,0.114785,0.004905,0.030255,0,startup_surge
92,0,0.475889,0.598417,0.211315,0.285794,2,imbalanced_ap_load
92,1,0.473801,0.678478,0.214343,0.308659,2,imbalanced_ap_load
92,2,0.487887,0.646909,0.276376,0.285025,2,imbalanced_ap_load
92,3,0.48888,0.641703,0.218152,0.330501,2,imbalanced_ap_load
92,4,0.479551,0.689167,0.283936,0.322985,2,imbalanced_ap_load
92,5,0.515955,0.70997,0.290829,0.305357,2,imbalanced_ap_load
92,6,0.512444,0.683898,0.341169,0.275983,2,imbalanced_ap_load
92,7,0.52481,0.70649,0.358534,0.327253,2,imbalanced_ap_load
92,8,0.577186,0.696487,0.310866,0.371803,2,imbalanced_ap_load
92,9,0.559243,0.72564,0.355138,0.324994,2,imbalanced_ap_load
93,0,0.387856,0.548494,0.153557,0.18524,1,imbalanced_ap_load
93,1,0.392033,0.50675,0.154631,0.204236,1,imbalanced_ap_load
93,2,0.390014,0.514051,0.149991,0.208982,1,imbalanced_ap_load
93,3,0.407834,0.547628,0.174095,0.238032,1,imbalanced_ap_load
93,4,0.412535,0.555563,0.179538,0.204101,1,imbalanced_ap_load
93,5,0.413474,0.534009,0.167249,0.203197,1,imbalanced_ap_load
93,6,0.429862,0.596138,0.173715,0.218301,1,imbalanced_ap_load
93,7,0.446134,0.583379,0.216437,0.253725,1,imbalanced_ap_load
93,8,0.440597,0.574623,0.172425,0.260072,1,imbalanced_ap_load
93,9,0.448958,0.632197,0.227985,0.262689,1,imbalanced_ap_load
94,0,0.051417,0.123208,0.010745,0.051674,0,startup_surge
94,1,0.087022,0.162003,0.000236,0.038046,0,startup_surge
94,2,0.096347,0.178679,0.019875,0.051582,0,startup_surge
94,3,0.053739,0.10573,0.008801,0.020269,0,startup_surge
94,4,0.055509,0.185028,0.006262,0.031528,0,startup_surge
94,5,0.084598,0.186077,0.001348,0.050053,0,startup_surge
94,6,0.082398,0.134227,0.012145,0.051721,0,startup_surge
94,7,0.053441,0.1659,0.029299,0.044789,0,startup_surge
94,8,0.091721,0.140261,0.011222,0.03205,0,startup_surge
94,9,0.075673,0.166825,0.025757,0.036329,0,startup_surge
95,0,0.182926,0.354417,0.164116,0.149321,1,lunch_restart
95,1,0.2221,0.360323,0.140065,0.169572,1,lunch_restart
95,2,0.216718,0.378437,0.141726,0.16908,1,lunch_restart
95,3,0.230657,0.403152,0.183241,0.20232,1,lunch_restart
95,4,0.241868,0.426261,0.201951,0.190944,1,lunch_restart
95,5,0.24879,0.467143,0.192162,0.20628,1,lunch_restart
95,6,0.253909,0.499557,0.211552,0.232193,1,lunch_restart
95,7,0.2506,0.475176,0.238884,0.228304,1,lunch_restart
95,8,0.299849,0.469453,0.227208,0.229772,1,lunch_restart
95,9,0.310725,0.502912,0.238251,0.233147,1,lunch_restart
96,0,0.471919,0.356312,0.040803,0.098585,0,emergency_ramp
96,1,0.439886,0.322187,0.066453,0.069923,0,emergency_ramp
96,2,0.334777,0.36601,0.072632,0.106377,0,emergency_ramp
96,3,0.409274,0.328,0.073193,0.139922,0,emergency_ramp
96,4,0.302385,0.322373,0.065752,0.064763,0,emergency_ramp
96,5,0.414626,0.33767,0.098747,0.149671,0,emergency_ramp
96,6,0.416441,0.314207,0.067264,0.072315,0,emergency_ramp
96,7,0.381705,0.329264,0.095687,0.125598,0,emergency_ramp
96,8,0.464883,0.323386,0.099213,0.084054,0,emergency_ramp
96,9,0.486149,0.301956,0.062935,0.144492,0,emergency_ramp
97,0,0.418632,0.360365,0.043105,0.067651,0,emergency_ramp
97,1,0.466504,0.337506,0.052446,0.100512,0,emergency_ramp
97,2,0.498667,0.324643,0.04928,0.12088,0,emergency_ramp
97,3,0.364505,0.334259,0.085791,0.11902,0,emergency_ramp
97,4,0.480391,0.342845,0.056365,0.078144,0,emergency_ramp
97,5,0.46121,0.364244,0.066371,0.118294,0,emergency_ramp
97,6,0.313601,0.308041,0.07826,0.094968,0,emergency_ramp
97,7,0.366832,0.376395,0.08815,0.093893,0,emergency_ramp
97,8,0.343809,0.31148,0.053414,0.143401,0,emergency_ramp
97,9,0.432877,0.323621,0.047281,0.102193,0,emergency_ramp
98,0,0.384125,0.358242,0.099774,0.138915,0,emergency_ramp
98,1,0.328008,0.307413,0.081434,0.082997,0,emergency_ramp
98,2,0.380109,0.323652,0.076599,0.103202,0,emergency_ramp
98,3,0.404598,0.36262,0.04314,0.073845,0,emergency_ramp
98,4,0.308487,0.36391,0.046015,0.060558,0,emergency_ramp
98,5,0.467662,0.375029,0.095424,0.089648,0,emergency_ramp
98,6,0.477138,0.348653,0.063266,0.116061,0,emergency_ramp
98,7,0.426431,0.372179,0.034332,0.135931,0,emergency_ramp
98,8,0.416032,0.345287,0.066454,0.15499,0,emergency_ramp
98,9,0.377472,0.318144,0.074545,0.102287,0,emergency_ramp
99,0,0.334777,0.36601,0.072632,0.106377,0,emergency_ramp
99,1,0.409274,0.328,0.073193,0.139922,0,emergency_ramp
99,2,0.302385,0.322373,0.065752,0.064763,0,emergency_ramp
99,3,0.414626,0.33767,0.098747,0.149671,0,emergency_ramp
99,4,0.416441,0.314207,0.067264,0.072315,0,emergency_ramp
99,5,0.381705,0.329264,0.095687,0.125598,0,emergency_ramp
99,6,0.464883,0.323386,0.099213,0.084054,0,emergency_ramp
99,7,0.486149,0.301956,0.062935,0.144492,0,emergency_ramp
99,8,0.406752,0.327079,0.042251,0.061035,0,emergency_ramp
99,9,0.434791,0.342015,0.055061,0.102139,0,emergency_ramp
100,0,0.09736,0.126578,0.02352,0.043811,0,startup_surge
100,1,0.065077,0.180291,0.001061,0.040683,0,startup_surge
100,2,0.053338,0.155289,0.006969,0.033758,0,startup_surge
100,3,0.104814,0.211936,0.031034,0.092561,0,startup_surge
100,4,0.122724,0.197917,0.051924,0.071801,0,startup_surge
100,5,0.121569,0.244267,0.086272,0.036604,0,startup_surge
100,6,0.149437,0.304006,0.108549,0.080007,0,startup_surge
100,7,0.11994,0.28056,0.04355,0.07407,0,startup_surge
100,8,0.159727,0.304458,0.041722,0.115343,0,startup_surge
100,9,0.184791,0.243497,0.094193,0.113885,0,startup_surge
101,0,0.064526,0.165596,0.006259,0.047717,0,startup_surge
101,1,0.097672,0.191496,0.012262,0.033066,0,startup_surge
101,2,0.051092,0.109053,0.010852,0.039018,0,startup_surge
101,3,0.066761,0.118164,0.011905,0.057977,0,startup_surge
101,4,0.099104,0.122849,0.009197,0.057702,0,startup_surge
101,5,0.090536,0.114074,0.016685,0.038147,0,startup_surge
101,6,0.052788,0.156288,0.025028,0.055983,0,startup_surge
101,7,0.068028,0.107647,0.032002,0.035426,0,startup_surge
101,8,0.143457,0.177834,0.0,0.09194,0,startup_surge
101,9,0.08925,0.174637,0.028082,0.072559,0,startup_surge
102,0,0.021539,0.095183,0.005937,0.027844,0,lunch_restart
102,1,0.011981,0.061615,0.005326,0.028448,0,lunch_restart
102,2,0.020773,0.054145,0.003291,0.028472,0,lunch_restart
102,3,0.029706,0.0951,0.014362,0.03875,0,lunch_restart
102,4,0.049231,0.084604,0.023246,0.05076,0,lunch_restart
102,5,0.027466,0.113711,0.004019,0.028197,0,lunch_restart
102,6,0.037342,0.139468,0.011504,0.040981,0,lunch_restart
102,7,0.059784,0.139088,0.014921,0.055019,0,lunch_restart
102,8,0.057246,0.1425,0.022986,0.048801,0,lunch_restart
102,9,0.063276,0.129468,0.024279,0.033704,0,lunch_restart
103,0,0.150307,0.303631,0.075105,0.068214,0,startup_surge
103,1,0.165769,0.288289,0.098545,0.124546,0,startup_surge
103,2,0.199207,0.29659,0.0821,0.123397,0,startup_surge
103,3,0.224606,0.280644,0.070655,0.108127,0,startup_surge
103,4,0.231864,0.354829,0.157863,0.094008,0,startup_surge
103,5,0.215973,0.372458,0.161533,0.148516,0,startup_surge
103,6,0.239404,0.420945,0.152553,0.12037,0,startup_surge
103,7,0.234836,0.41285,0.12734,0.11315,0,startup_surge
103,8,0.243891,0.380009,0.138368,0.107412,0,startup_surge
103,9,0.253932,0.382928,0.191935,0.13359,0,startup_surge
104,0,0.019782,0.0887,0.002037,0.011191,0,lunch_restart
104,1,0.021836,0.066967,0.002793,0.025969,0,lunch_restart
104,2,0.027882,0.064794,0.003085,0.025767,0,lunch_restart
104,3,0.019155,0.069071,0.002209,0.019641,0,lunch_restart
104,4,0.028603,0.059081,0.000723,0.024622,0,lunch_restart
104,5,0.017873,0.087318,0.001329,0.010803,0,lunch_restart
104,6,0.016491,0.073752,0.005356,0.016362,0,lunch_restart
104,7,0.015901,0.09429,0.004348,0.023464,0,lunch_restart
104,8,0.039815,0.092339,0.013556,0.038949,0,lunch_restart
104,9,0.047081,0.12903,0.001594,0.028286,0,lunch_restart
105,0,0.024514,0.059854,0.002858,0.025551,0,lunch_restart
105,1,0.029649,0.085526,0.003732,0.012657,0,lunch_restart
105,2,0.025368,0.061823,0.002406,0.010696,0,lunch_restart
105,3,0.010472,0.07124,0.001745,0.013417,0,lunch_restart
105,4,0.0225,0.096338,0.005974,0.018034,0,lunch_restart
105,5,0.022325,0.070293,0.0039,0.025841,0,lunch_restart
105,6,0.012467,0.066854,0.002463,0.017854,0,lunch_restart
105,7,0.025005,0.071135,0.005676,0.010626,0,lunch_restart
105,8,0.017497,0.062456,0.002949,0.011434,0,lunch_restart
105,9,0.022475,0.086627,0.001232,0.019211,0,lunch_restart
106,0,0.061412,0.161423,0.01538,0.024908,0,startup_surge
106,1,0.058097,0.125854,0.016068,0.029735,0,startup_surge
106,2,0.065443,0.146646,0.018848,0.036973,0,startup_surge
106,3,0.087334,0.124135,0.018547,0.034005,0,startup_surge
106,4,0.076442,0.164083,0.024197,0.02365,0,startup_surge
106,5,0.091752,0.172534,0.017505,0.037242,0,startup_surge
106,6,0.05052,0.150393,0.024501,0.042965,0,startup_surge
106,7,0.077487,0.136507,0.025603,0.049347,0,startup_surge
106,8,0.071351,0.161079,0.011469,0.027943,0,startup_surge
106,9,0.058127,0.18446,0.023083,0.031332,0,startup_surge
107,0,0.340541,0.382879,0.038207,0.075697,0,emergency_ramp
107,1,0.304395,0.324117,0.059418,0.157478,0,emergency_ramp
107,2,0.496181,0.31238,0.03682,0.132614,0,emergency_ramp
107,3,0.351829,0.362829,0.059644,0.086691,0,emergency_ramp
107,4,0.418622,0.314656,0.042559,0.097147,0,emergency_ramp
107,5,0.36005,0.385443,0.082035,0.102248,0,emergency_ramp
107,6,0.374124,0.359,0.088891,0.134753,0,emergency_ramp
107,7,0.379552,0.320777,0.079188,0.15257,0,emergency_ramp
107,8,0.367009,0.318794,0.0467,0.092144,0,emergency_ramp
107,9,0.42748,0.383149,0.084457,0.10725,0,emergency_ramp
108,0,0.367856,0.493763,0.092428,0.145421,1,imbalanced_ap_load
108,1,0.374724,0.478685,0.145712,0.172134,1,imbalanced_ap_load
108,2,0.375635,0.475522,0.128759,0.212285,1,imbalanced_ap_load
108,3,0.38645,0.49546,0.163842,0.188816,1,imbalanced_ap_load
108,4,0.383471,0.495161,0.178815,0.218339,1,imbalanced_ap_load
108,5,0.381547,0.537518,0.18511,0.186984,1,imbalanced_ap_load
108,6,0.411114,0.518251,0.17139,0.218312,1,imbalanced_ap_load
108,7,0.417351,0.574613,0.172632,0.236406,1,imbalanced_ap_load
108,8,0.439118,0.575944,0.180269,0.24734,1,imbalanced_ap_load
108,9,0.432091,0.578227,0.231051,0.254679,1,imbalanced_ap_load
109,0,0.082072,0.134294,0.020459,0.041068,0,startup_surge
109,1,0.089325,0.106341,0.032167,0.052035,0,startup_surge
109,2,0.060999,0.184419,0.020989,0.049835,0,startup_surge
109,3,0.080376,0.184267,0.007386,0.027823,0,startup_surge
109,4,0.05544,0.136329,0.023121,0.059113,0,startup_surge
109,5,0.082933,0.107041,0.017041,0.058614,0,startup_surge
109,6,0.080018,0.188088,0.016459,0.031169,0,startup_surge
109,7,0.091195,0.193354,0.016279,0.059954,0,startup_surge
109,8,0.082246,0.199717,0.003751,0.041004,0,startup_surge
109,9,0.098576,0.139105,0.026315,0.029069,0,startup_surge
110,0,0.085391,0.174221,0.026763,0.064037,0,lunch_restart
110,1,0.045463,0.175976,0.01951,0.039314,0,lunch_restart
110,2,0.060183,0.152302,0.023954,0.044758,0,lunch_restart
110,3,0.074094,0.19424,0.039678,0.076631,0,lunch_restart
110,4,0.097866,0.195367,0.025996,0.072625,0,lunch_restart
110,5,0.08714,0.187688,0.063495,0.06623,0,lunch_restart
110,6,0.078851,0.208614,0.059509,0.089424,0,lunch_restart
110,7,0.096372,0.22329,0.070817,0.062232,0,lunch_restart
110,8,0.092142,0.224235,0.073293,0.088724,0,lunch_restart
110,9,0.095476,0.239557,0.056089,0.082259,0,lunch_restart
111,0,0.362968,0.478395,0.131682,0.144561,1,imbalanced_ap_load
111,1,0.379681,0.422047,0.147867,0.146582,1,imbalanced_ap_load
111,2,0.382766,0.505354,0.149793,0.190695,1,imbalanced_ap_load
111,3,0.385208,0.516146,0.142066,0.200426,1,imbalanced_ap_load
111,4,0.404447,0.54814,0.17783,0.192531,1,imbalanced_ap_load
111,5,0.41976,0.565129,0.200791,0.212067,1,imbalanced_ap_load
111,6,0.407975,0.546772,0.170972,0.219326,1,imbalanced_ap_load
111,7,0.424372,0.57843,0.158886,0.234902,1,imbalanced_ap_load
111,8,0.451639,0.551653,0.206568,0.243887,1,imbalanced_ap_load
111,9,0.426616,0.60061,0.201498,0.201465,1,imbalanced_ap_load
112,0,0.068593,0.088544,0.008101,0.036423,0,lunch_restart
112,1,0.046876,0.139363,0.029637,0.060845,0,lunch_restart
112,2,0.057732,0.128066,0.025815,0.05687,0,lunch_restart
112,3,0.066906,0.163182,0.031038,0.034403,0,lunch_restart
112,4,0.055871,0.151198,0.031803,0.049079,0,lunch_restart
112,5,0.088085,0.18643,0.043998,0.084649,0,lunch_restart
112,6,0.081736,0.219113,0.048666,0.06408,0,lunch_restart
112,7,0.081886,0.239449,0.053801,0.059783,0,lunch_restart
112,8,0.10297,0.210691,0.039613,0.063632,0,lunch_restart
112,9,0.085516,0.214536,0.055759,0.074522,0,lunch_restart
113,0,0.569557,0.461597,0.130744,0.18409,1,emergency_ramp
113,1,0.500014,0.434695,0.154308,0.165689,1,emergency_ramp
113,2,0.548025,0.481509,0.145232,0.216392,1,emergency_ramp
113,3,0.563889,0.514698,0.110248,0.215573,1,emergency_ramp
113,4,0.592808,0.495761,0.213706,0.216713,1,emergency_ramp
113,5,0.578382,0.499357,0.210497,0.27566,1,emergency_ramp
113,6,0.649107,0.558362,0.199506,0.270973,1,emergency_ramp
113,7,0.636567,0.560214,0.224946,0.285261,1,emergency_ramp
113,8,0.646172,0.537404,0.220477,0.274834,1,emergency_ramp
113,9,0.643125,0.576795,0.215361,0.300452,1,emergency_ramp
114,0,0.558555,0.457897,0.159766,0.246356,1,emergency_ramp
114,1,0.597428,0.472406,0.216353,0.20097,1,emergency_ramp
114,2,0.594901,0.511322,0.210145,0.247054,1,emergency_ramp
114,3,0.618291,0.528487,0.269191,0.283605,1,emergency_ramp
114,4,0.651494,0.516907,0.278727,0.216346,1,emergency_ramp
114,5,0.676974,0.547865,0.261465,0.328438,1,emergency_ramp
114,6,0.652651,0.565979,0.263243,0.281793,1,emergency_ramp
114,7,0.646762,0.580134,0.301865,0.307386,1,emergency_ramp
114,8,0.692797,0.605038,0.296809,0.329715,1,emergency_ramp
114,9,0.718512,0.602768,0.368187,0.345427,1,emergency_ramp
115,0,0.61483,0.733716,0.260291,0.314384,2,startup_surge
115,1,0.618536,0.662616,0.43461,0.180867,2,startup_surge
115,2,0.62736,0.758041,0.401556,0.317808,2,startup_surge
115,3,0.655825,0.751611,0.394156,0.242227,2,startup_surge
115,4,0.585181,0.696987,0.280096,0.288762,2,startup_surge
115,5,0.49832,0.736245,0.352031,0.245499,2,startup_surge
115,6,0.61991,0.732179,0.206921,0.399177,2,startup_surge
115,7,0.46928,0.677182,0.238984,0.230785,2,startup_surge
115,8,0.504739,0.683191,0.355475,0.380829,2,startup_surge
115,9,0.648039,0.741985,0.292902,0.381953,2,startup_surge
116,0,0.013214,0.086166,0.005907,0.018282,0,lunch_restart
116,1,0.029976,0.052138,0.005735,0.01811,0,lunch_restart
116,2,0.015856,0.097572,0.006112,0.01347,0,lunch_restart
116,3,0.023309,0.062432,0.004465,0.029953,0,lunch_restart
116,4,0.029199,0.083931,0.004413,0.024248,0,lunch_restart
116,5,0.025126,0.090335,0.001532,0.029113,0,lunch_restart
116,6,0.016995,0.070866,0.004948,0.02485,0,lunch_restart
116,7,0.028416,0.071886,0.004143,0.019878,0,lunch_restart
116,8,0.011027,0.113916,0.005657,0.015102,0,lunch_restart
116,9,0.042184,0.091676,0.0,0.011136,0,lunch_restart
117,0,0.240847,0.423255,0.156866,0.210647,1,lunch_restart
117,1,0.243894,0.428435,0.218812,0.207521,1,lunch_restart
117,2,0.273551,0.453893,0.200211,0.196242,1,lunch_restart
117,3,0.260935,0.439274,0.193966,0.200475,1,lunch_restart
117,4,0.281772,0.490749,0.220389,0.212873,1,lunch_restart
117,5,0.342509,0.486403,0.216028,0.259593,1,lunch_restart
117,6,0.329291,0.563246,0.240394,0.263768,1,lunch_restart
117,7,0.336836,0.564674,0.257101,0.260736,1,lunch_restart
117,8,0.301496,0.548177,0.295541,0.254134,1,lunch_restart
117,9,0.359417,0.557339,0.265293,0.255947,1,lunch_restart
118,0,0.325758,0.55618,0.318105,0.257924,2,lunch_restart
118,1,0.378404,0.564482,0.300104,0.261426,2,lunch_restart
118,2,0.376987,0.59124,0.325915,0.249981,2,lunch_restart
118,3,0.348109,0.581227,0.359103,0.277291,2,lunch_restart
118,4,0.390675,0.638695,0.344261,0.312493,2,lunch_restart
118,5,0.413212,0.618384,0.277537,0.313911,2,lunch_restart
118,6,0.409733,0.618733,0.357407,0.359442,2,lunch_restart
118,7,0.424277,0.626395,0.298183,0.329365,2,lunch_restart
118,8,0.444609,0.620842,0.357931,0.354448,2,lunch_restart
118,9,0.41377,0.669857,0.349501,0.352207,2,lunch_restart
119,0,0.588515,0.687339,0.414898,0.377303,2,imbalanced_ap_load
119,1,0.615863,0.760671,0.380352,0.359095,2,imbalanced_ap_load
119,2,0.573555,0.778774,0.438782,0.396992,2,imbalanced_ap_load
119,3,0.614771,0.718106,0.458928,0.436107,2,imbalanced_ap_load
119,4,0.625162,0.756291,0.466542,0.408982,2,imbalanced_ap_load
119,5,0.633794,0.750072,0.462241,0.428898,2,imbalanced_ap_load
119,6,0.616819,0.780122,0.496114,0.387571,2,imbalanced_ap_load
119,7,0.65265,0.808335,0.534442,0.424266,2,imbalanced_ap_load
119,8,0.659301,0.783341,0.518776,0.470987,2,imbalanced_ap_load
119,9,0.653307,0.784276,0.57813,0.488606,2,imbalanced_ap_load
120,0,0.020386,0.082239,0.004961,0.02189,0,lunch_restart
120,1,0.010706,0.073298,0.003232,0.011227,0,lunch_restart
120,2,0.024188,0.091983,0.0031,0.021002,0,lunch_restart
120,3,0.029692,0.07425,0.004146,0.02169,0,lunch_restart
120,4,0.015161,0.09649,0.001729,0.015819,0,lunch_restart
120,5,0.019269,0.095023,0.001665,0.015862,0,lunch_restart
120,6,0.017225,0.059264,0.006596,0.014582,0,lunch_restart
120,7,0.017809,0.084308,0.005793,0.028714,0,lunch_restart
120,8,0.024428,0.060731,0.004918,0.017777,0,lunch_restart
120,9,0.017568,0.091165,0.000914,0.021705,0,lunch_restart
121,0,0.628191,0.789858,0.4827,0.453557,3,imbalanced_ap_load
121,1,0.689372,0.776921,0.545709,0.473285,3,imbalanced_ap_load
121,2,0.674833,0.799301,0.556898,0.465331,3,imbalanced_ap_load
121,3,0.671192,0.784073,0.603452,0.466297,3,imbalanced_ap_load
121,4,0.690989,0.813055,0.613558,0.47369,3,imbalanced_ap_load
121,5,0.7245,0.826675,0.616342,0.544692,3,imbalanced_ap_load
121,6,0.692075,0.830113,0.579647,0.445118,3,imbalanced_ap_load
121,7,0.717261,0.876496,0.657249,0.524277,3,imbalanced_ap_load
121,8,0.741407,0.858211,0.635239,0.524869,3,imbalanced_ap_load
121,9,0.737102,0.862267,0.613957,0.543066,3,imbalanced_ap_load
122,0,0.050098,0.154107,0.023372,0.0392,0,lunch_restart
122,1,0.057602,0.121313,0.016549,0.037905,0,lunch_restart
122,2,0.052066,0.136065,0.02348,0.055025,0,lunch_restart
122,3,0.066489,0.133134,0.03138,0.043198,0,lunch_restart
122,4,0.049392,0.16056,0.026521,0.056577,0,lunch_restart
122,5,0.086855,0.186626,0.047999,0.06494,0,lunch_restart
122,6,0.069669,0.16889,0.02145,0.044438,0,lunch_restart
122,7,0.080031,0.17407,0.038758,0.057153,0,lunch_restart
122,8,0.097207,0.21582,0.056549,0.087941,0,lunch_restart
122,9,0.078758,0.194117,0.058963,0.074558,0,lunch_restart
123,0,0.641214,0.786332,0.494059,0.369934,3,imbalanced_ap_load
123,1,0.636649,0.724957,0.504155,0.504431,3,imbalanced_ap_load
123,2,0.652047,0.809474,0.464303,0.457446,3,imbalanced_ap_load
123,3,0.664695,0.747143,0.574513,0.457283,3,imbalanced_ap_load
123,4,0.671977,0.843128,0.580288,0.469887,3,imbalanced_ap_load
123,5,0.658382,0.793005,0.534652,0.438048,3,imbalanced_ap_load
123,6,0.669401,0.833008,0.540735,0.462523,3,imbalanced_ap_load
123,7,0.685605,0.835283,0.591415,0.53264,3,imbalanced_ap_load
123,8,0.68728,0.81127,0.561977,0.5158,3,imbalanced_ap_load
123,9,0.686255,0.85208,0.641952,0.455534,3,imbalanced_ap_load
124,0,0.085833,0.170138,0.020233,0.029488,0,startup_surge
124,1,0.055187,0.136279,0.008791,0.027754,0,startup_surge
124,2,0.085313,0.187964,0.03291,0.035852,0,startup_surge
124,3,0.073453,0.14063,0.012091,0.045652,0,startup_surge
124,4,0.068563,0.169837,0.027735,0.032587,0,startup_surge
124,5,0.062534,0.178787,0.001168,0.039536,0,startup_surge
124,6,0.065899,0.128639,0.023174,0.044,0,startup_surge
124,7,0.07679,0.107226,0.010115,0.028399,0,startup_surge
124,8,0.058097,0.186813,0.017896,0.049656,0,startup_surge
124,9,0.075465,0.123129,0.027887,0.045146,0,startup_surge
125,0,0.062262,0.182651,0.001024,0.035692,0,startup_surge
125,1,0.092975,0.112139,0.012816,0.020561,0,startup_surge
125,2,0.094588,0.105318,0.017541,0.024281,0,startup_surge
