timestamp,scenario,poll_interval_s,throughput_mbps,channel_occupancy_percent,channel_occupancy_method,latency_ms,probe_jitter_ms,probe_loss_pct,probe_ok,packet_loss_udp_percent,tx_retx_delta,tx_packets_delta,tx_retry_ratio,rssi_dbm,connected_clients,rssi_delta_db,rssi_moving_avg_dbm,sta_tx_bitrate_min,sta_tx_bitrate_mean,throughput_score,occupancy_score,jitter_score,loss_score,latency_score,retry_score,congestion_score,label
2026-08-28 20:05:32,step_run1,1.015,0.52,16.67,instantaneous_fallback,3.347,0.895,0.0,1,,2,246,0.022,-37.33,3,0.0,-37.13,6.5,38.3,0.0035,0.1042,0.0112,0.0,0.0139,0.055,0.1042,0
2026-08-28 20:05:40,step_run2,0.0,0.0,13.33,instantaneous,5.493,,,0,,0,0,0.0,-37.0,3,0.0,-37.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0229,0.0,0.0833,0
2026-08-28 20:05:42,step_run2,1.016,0.39,15.0,instantaneous_fallback,5.621,1.007,0.0,1,,2,227,0.0087,-36.67,3,0.33,-36.83,27.0,27.0,0.0026,0.0938,0.0126,0.0,0.0234,0.0217,0.0938,0
2026-08-28 20:05:43,step_run2,1.009,0.4,13.33,instantaneous_fallback,5.493,1.007,0.0,1,,0,239,0.0043,-36.67,3,0.0,-36.78,13.0,13.0,0.0027,0.0833,0.0126,0.0,0.0229,0.0107,0.0833,0
2026-08-28 20:05:44,step_run2,1.018,0.37,16.67,instantaneous_fallback,5.749,1.166,0.0,1,,0,214,0.0029,-36.67,3,0.0,-36.75,21.7,21.7,0.0025,0.1042,0.0146,0.0,0.024,0.0072,0.1042,0
2026-08-28 20:05:45,step_run2,1.014,0.22,13.33,instantaneous_fallback,2.807,1.166,0.0,1,,0,129,0.0025,-36.33,3,0.33,-36.67,120.0,120.0,0.0015,0.0833,0.0146,0.0,0.0117,0.0063,0.0833,0
2026-08-28 20:05:46,step_run2,1.016,3.11,13.33,instantaneous_fallback,5.558,1.138,0.0,1,,48,285,0.0437,-35.67,3,0.67,-36.4,30.0,30.0,0.0207,0.0833,0.0142,0.0,0.0232,0.1092,0.0833,0
2026-08-28 20:05:47,step_run2,1.02,0.39,13.33,instantaneous_fallback,5.086,1.138,0.0,1,,6,218,0.0474,-35.67,3,0.0,-36.2,90.0,90.0,0.0026,0.0833,0.0142,0.0,0.0212,0.1185,0.0833,0
2026-08-28 20:05:48,step_run2,1.014,0.42,16.67,instantaneous_fallback,5.086,1.477,0.0,1,,2,211,0.0503,-35.67,3,0.0,-36.0,6.5,6.5,0.0028,0.1042,0.0185,0.0,0.0212,0.1257,0.1042,0
2026-08-28 20:05:49,step_run2,1.015,1.27,16.67,instantaneous_fallback,2.242,1.477,0.0,1,,20,268,0.064,-35.33,3,0.33,-35.73,27.0,27.0,0.0085,0.1042,0.0185,0.0,0.0093,0.16,0.1042,0
2026-08-28 20:05:50,step_run2,1.015,2.83,16.67,instantaneous_fallback,2.242,1.671,0.0,1,,38,274,0.0832,-33.33,3,2.0,-35.13,19.5,19.5,0.0189,0.1042,0.0209,0.0,0.0093,0.208,0.1042,0
2026-08-28 20:05:51,step_run2,1.212,1.23,16.67,instantaneous_fallback,4.911,1.671,0.0,1,,16,396,0.0566,-33.67,3,-0.33,-34.73,6.5,34.9,0.0082,0.1042,0.0209,0.0,0.0205,0.1415,0.1042,0
2026-08-28 20:05:52,step_run2,1.026,13.03,17.24,delta,101.343,6.861,0.532,1,,114,894,0.0851,-39.33,3,-5.67,-35.47,6.5,30.8,0.0869,0.1077,0.0858,0.266,0.4223,0.2127,0.4223,1
2026-08-28 20:05:53,step_run2,1.016,45.13,33.33,instantaneous_fallback,101.343,6.861,0.532,1,,1660,2558,0.2962,-40.0,3,-0.67,-36.33,26.0,40.0,0.3009,0.2083,0.0858,0.266,0.4223,0.827,0.4223,1
2026-08-28 20:05:54,step_run2,1.017,43.44,40.0,instantaneous_fallback,17.477,2.269,0.0,1,,164,2448,0.2327,-39.67,3,0.33,-37.2,26.0,73.0,0.2896,0.25,0.0284,0.0,0.0728,0.7067,0.25,1
2026-08-28 20:05:55,step_run2,1.016,44.2,40.0,instantaneous_fallback,4.526,2.269,0.0,1,,524,2523,0.2194,-39.67,3,0.0,-38.47,26.0,80.5,0.2947,0.25,0.0284,0.0,0.0189,0.6735,0.25,1
2026-08-28 20:05:56,step_run2,1.025,40.66,40.0,delta,4.526,2.853,0.0,1,,306,2341,0.2046,-39.67,3,0.0,-39.67,26.0,32.5,0.2711,0.25,0.0357,0.0,0.0189,0.6365,0.25,1
2026-08-28 20:05:57,step_run2,1.018,44.49,40.0,instantaneous_fallback,9.092,2.853,0.0,1,,654,2497,0.211,-38.67,3,1.0,-39.53,6.5,28.8,0.2966,0.25,0.0357,0.0,0.0379,0.6525,0.25,1
2026-08-28 20:05:58,step_run2,1.118,39.36,40.0,instantaneous_fallback,9.781,5.484,0.0,1,,782,2434,0.1656,-35.67,3,3.0,-38.67,21.7,21.7,0.2624,0.25,0.0685,0.0,0.0408,0.539,0.25,1
2026-08-28 20:05:59,step_run2,1.014,37.14,46.67,instantaneous_fallback,35.217,5.484,0.0,1,,624,2060,0.196,-37.67,3,-2.0,-38.27,45.0,45.0,0.2476,0.3612,0.0685,0.0,0.1467,0.615,0.3612,1
2026-08-28 20:06:01,step_run2,1.017,50.64,60.0,instantaneous_fallback,35.217,2.917,0.266,1,,684,2827,0.2005,-38.33,3,-0.67,-38.0,21.7,21.7,0.3376,0.5625,0.0365,0.133,0.1467,0.6262,0.5625,2
2026-08-28 20:06:02,step_run2,1.064,42.32,60.0,instantaneous_fallback,35.217,2.917,0.266,1,,286,2500,0.1974,-38.67,3,-0.33,-37.8,26.0,67.0,0.2821,0.5625,0.0365,0.133,0.1467,0.6185,0.5625,2
2026-08-28 20:06:03,step_run2,1.045,41.92,46.67,instantaneous_fallback,28.573,4.894,0.0,1,,334,2416,0.1813,-40.33,3,-1.67,-38.13,6.5,19.8,0.2795,0.3612,0.0612,0.0,0.1191,0.5782,0.3612,1
2026-08-28 20:06:04,step_run2,1.073,32.8,46.67,instantaneous_fallback,41.03,4.894,0.0,1,,868,1961,0.192,-34.67,3,5.67,-37.93,21.7,21.7,0.2187,0.3612,0.0612,0.0,0.171,0.605,0.3612,1
2026-08-28 20:06:05,step_run2,1.049,45.7,60.0,instantaneous_fallback,38.253,5.422,0.0,1,,1636,2603,0.2363,-35.67,3,-1.0,-37.53,26.0,35.5,0.3047,0.5625,0.0678,0.0,0.1594,0.7158,0.5625,2
2026-08-28 20:06:06,step_run2,1.079,42.18,60.0,instantaneous_fallback,41.03,5.422,0.0,1,,430,2500,0.2288,-35.67,3,0.0,-37.0,13.0,13.0,0.2812,0.5625,0.0678,0.0,0.171,0.697,0.5625,2
2026-08-28 20:06:07,step_run2,1.014,37.95,60.0,instantaneous_fallback,39.006,5.422,0.0,1,,386,1769,0.2452,-35.67,3,0.0,-36.4,26.0,33.2,0.253,0.5625,0.0678,0.0,0.1625,0.738,0.5625,2
2026-08-28 20:06:08,step_run2,1.02,44.45,60.0,instantaneous_fallback,39.006,5.422,0.0,1,,1166,2547,0.2827,-35.67,3,0.0,-35.47,13.5,19.8,0.2963,0.5625,0.0678,0.0,0.1625,0.8045,0.5625,2
2026-08-28 20:06:09,step_run2,1.101,18.0,70.0,instantaneous_fallback,39.006,6.13,0.0,1,,256,1027,0.2705,-35.33,3,0.33,-35.6,13.5,13.5,0.12,0.6875,0.0766,0.0,0.1625,0.7842,0.6875,2
2026-08-28 20:06:10,step_run2,1.164,63.43,70.0,instantaneous_fallback,46.003,6.13,0.0,1,,1110,4124,0.2186,-35.0,3,0.33,-35.47,19.5,19.5,0.4229,0.6875,0.0766,0.0,0.1917,0.6715,0.6875,2
2026-08-28 20:06:11,step_run2,1.017,40.04,60.0,instantaneous_fallback,48.857,3.695,0.0,1,,1168,2122,0.2607,-35.33,3,-0.33,-35.4,13.0,13.0,0.2669,0.5625,0.0462,0.0,0.2036,0.7678,0.5625,2
2026-08-28 20:06:12,step_run2,1.032,46.13,60.0,instantaneous_fallback,48.857,3.695,0.0,1,,926,2756,0.2689,-34.67,3,0.67,-35.2,13.0,13.0,0.3075,0.5625,0.0462,0.0,0.2036,0.7815,0.5625,2
2026-08-28 20:06:13,step_run2,1.06,41.51,60.0,instantaneous_fallback,44.984,3.695,0.0,1,,816,2442,0.2553,-34.33,3,0.33,-34.93,26.0,58.0,0.2767,0.5625,0.0462,0.0,0.1874,0.7588,0.5625,2
2026-08-28 20:06:14,step_run2,1.043,42.22,62.07,delta,21.899,4.962,0.0,1,,836,2390,0.2598,-34.33,3,0.0,-34.73,45.0,45.0,0.2815,0.5884,0.062,0.0,0.0912,0.7663,0.5884,2
2026-08-28 20:06:15,step_run2,1.023,40.77,56.67,instantaneous_fallback,21.899,4.962,0.0,1,,628,2338,0.2664,-34.67,3,-0.33,-34.67,7.2,7.2,0.2718,0.5209,0.062,0.0,0.0912,0.7773,0.5209,2
2026-08-28 20:06:16,step_run2,1.061,23.78,56.67,instantaneous_fallback,21.899,3.895,0.0,1,,624,1389,0.2529,-34.67,3,0.0,-34.53,120.0,120.0,0.1585,0.5209,0.0487,0.0,0.0912,0.7548,0.5209,2
2026-08-28 20:06:17,step_run2,1.02,41.33,53.33,instantaneous_fallback,27.556,3.895,0.0,1,,298,2292,0.2279,-34.67,3,0.0,-34.53,19.5,19.5,0.2755,0.4722,0.0487,0.0,0.1148,0.6947,0.4722,1
2026-08-28 20:06:18,step_run2,1.02,44.61,53.33,instantaneous_fallback,27.556,4.847,0.0,1,,1226,2567,0.2476,-35.0,3,-0.33,-34.67,135.0,135.0,0.2974,0.4722,0.0606,0.0,0.1148,0.744,0.4722,1
2026-08-28 20:06:19,step_run2,1.02,42.87,50.0,instantaneous_fallback,15.706,4.847,0.0,1,,820,2403,0.2466,-34.67,3,0.33,-34.73,26.0,26.0,0.2858,0.4167,0.0606,0.0,0.0654,0.7415,0.4167,1
2026-08-28 20:06:20,step_run2,1.015,43.59,50.0,instantaneous_fallback,6.334,3.379,0.0,1,,648,2462,0.2455,-34.67,3,0.0,-34.73,6.5,23.5,0.2906,0.4167,0.0422,0.0,0.0264,0.7388,0.4167,1
2026-08-28 20:06:21,step_run2,1.015,40.13,50.0,instantaneous_fallback,4.703,3.379,0.0,1,,384,2254,0.2199,-35.0,3,-0.33,-34.8,58.5,58.5,0.2675,0.4167,0.0422,0.0,0.0196,0.6748,0.4167,1
2026-08-28 20:06:22,step_run2,1.015,46.61,50.0,instantaneous_fallback,3.163,1.935,0.0,1,,1168,2624,0.2565,-35.0,3,0.0,-34.87,72.2,72.2,0.3107,0.4167,0.0242,0.0,0.0132,0.7608,0.4167,1
2026-08-28 20:06:23,step_run2,1.019,43.33,50.0,instantaneous_fallback,4.703,1.935,0.0,1,,558,2437,0.2271,-35.33,3,-0.33,-34.93,13.0,13.0,0.2889,0.4167,0.0242,0.0,0.0196,0.6927,0.4167,1
2026-08-28 20:06:24,step_run2,1.017,42.81,50.0,instantaneous_fallback,5.529,3.27,0.0,1,,464,2381,0.2095,-35.33,3,0.0,-35.07,81.0,81.0,0.2854,0.4167,0.0409,0.0,0.023,0.6487,0.4167,1
2026-08-28 20:06:26,step_run2,1.027,43.12,50.0,instantaneous_fallback,6.695,3.27,0.0,1,,506,2484,0.2018,-35.0,3,0.33,-35.13,15.0,15.0,0.2875,0.4167,0.0409,0.0,0.0279,0.6295,0.4167,1
2026-08-28 20:06:27,step_run2,1.063,41.25,50.0,instantaneous_fallback,8.517,4.148,0.0,1,,410,2428,0.2009,-35.0,3,0.0,-35.13,13.5,13.5,0.275,0.4167,0.0518,0.0,0.0355,0.6272,0.4167,1
2026-08-28 20:06:28,step_run2,1.016,42.32,50.0,instantaneous_fallback,27.925,4.148,0.0,1,,688,2391,0.1781,-35.0,3,0.0,-35.13,6.5,24.9,0.2821,0.4167,0.0518,0.0,0.1164,0.5703,0.4167,1
2026-08-28 20:06:29,step_run2,1.052,40.47,50.0,instantaneous_fallback,27.925,4.5,0.0,1,,596,2284,0.1821,-35.67,3,-0.67,-35.2,7.2,7.2,0.2698,0.4167,0.0563,0.0,0.1164,0.5803,0.4167,1
2026-08-28 20:06:30,step_run2,1.023,44.71,50.0,instantaneous_fallback,23.022,4.5,0.0,1,,556,2586,0.1846,-35.33,3,0.33,-35.2,39.0,39.0,0.2981,0.4167,0.0563,0.0,0.0959,0.5865,0.4167,1
2026-08-28 20:06:31,step_run2,1.022,22.31,50.0,delta,10.765,3.98,0.0,1,,454,1283,0.1977,-35.33,3,0.0,-35.27,135.0,135.0,0.1487,0.4167,0.0498,0.0,0.0449,0.6192,0.4167,1
2026-08-28 20:06:32,step_run2,1.089,40.69,51.72,instantaneous_fallback,10.765,3.98,0.0,1,,756,2455,0.2171,-35.33,3,0.0,-35.33,57.8,57.8,0.2713,0.4453,0.0498,0.0,0.0449,0.6677,0.4453,1
2026-08-28 20:06:33,step_run2,1.031,42.94,48.28,instantaneous_fallback,24.042,5.711,1.064,1,,602,2444,0.2115,-35.33,3,0.0,-35.4,6.5,17.7,0.2863,0.388,0.0714,0.504,0.1002,0.6537,0.504,2
2026-08-28 20:06:34,step_run2,1.047,42.14,53.33,delta,24.042,5.711,1.064,1,,1434,2410,0.2538,-35.33,3,0.0,-35.33,39.0,39.8,0.2809,0.4722,0.0714,0.504,0.1002,0.7563,0.504,2
2026-08-28 20:06:35,step_run2,1.052,41.48,56.67,instantaneous_fallback,24.042,3.447,0.0,1,,862,2442,0.2713,-34.67,3,0.67,-35.2,60.0,60.0,0.2765,0.5209,0.0431,0.0,0.1002,0.7855,0.5209,2
2026-08-28 20:06:36,step_run2,1.024,43.41,56.67,instantaneous_fallback,38.71,3.447,0.0,1,,714,2455,0.2635,-34.67,3,0.0,-35.07,40.5,40.5,0.2894,0.5209,0.0431,0.0,0.1613,0.7725,0.5209,2
2026-08-28 20:06:37,step_run2,1.025,42.86,53.33,instantaneous_fallback,38.71,3.367,0.0,1,,1030,2428,0.276,-35.33,3,-0.67,-35.07,19.5,19.5,0.2857,0.4722,0.0421,0.0,0.1613,0.7933,0.4722,1
2026-08-28 20:06:38,step_run2,1.026,43.1,53.33,instantaneous_fallback,16.243,3.367,0.0,1,,706,2456,0.2802,-35.67,3,-0.33,-35.13,15.0,15.0,0.2873,0.4722,0.0421,0.0,0.0677,0.8003,0.4722,1
2026-08-28 20:06:39,step_run2,1.053,38.88,53.33,instantaneous_fallback,16.243,3.267,0.0,1,,628,2283,0.2462,-35.67,3,0.0,-35.2,45.0,45.0,0.2592,0.4722,0.0408,0.0,0.0677,0.7405,0.4722,1
2026-08-28 20:06:40,step_run2,1.022,45.5,53.33,instantaneous_fallback,16.243,3.267,0.0,1,,1160,2573,0.2579,-35.67,3,0.0,-35.4,13.5,13.5,0.3033,0.4722,0.0408,0.0,0.0677,0.7632,0.4722,1
2026-08-28 20:06:41,step_run2,1.026,43.03,53.33,instantaneous_fallback,11.382,2.73,0.0,1,,672,2444,0.2562,-35.33,3,0.33,-35.53,43.3,43.3,0.2869,0.4722,0.0341,0.0,0.0474,0.7603,0.4722,1
2026-08-28 20:06:42,step_run2,1.031,40.12,53.33,instantaneous_fallback,11.382,2.73,0.0,1,,614,2274,0.2391,-35.0,3,0.33,-35.47,57.8,57.8,0.2675,0.4722,0.0341,0.0,0.0474,0.7228,0.4722,1
2026-08-28 20:06:43,step_run2,1.018,47.35,58.62,delta,27.297,4.966,0.0,1,,776,2726,0.2384,-35.33,3,-0.33,-35.4,135.0,135.0,0.3157,0.5453,0.0621,0.0,0.1137,0.721,0.5453,2
2026-08-28 20:06:44,step_run2,1.022,43.1,58.62,instantaneous_fallback,27.297,4.966,0.0,1,,744,2410,0.2419,-35.0,3,0.33,-35.27,21.7,21.7,0.2873,0.5453,0.0621,0.0,0.1137,0.7298,0.5453,2
2026-08-28 20:06:45,step_run2,1.096,39.56,55.17,delta,27.297,5.207,0.0,1,,436,2394,0.2093,-35.0,3,0.0,-35.13,39.0,39.0,0.2637,0.5021,0.0651,0.0,0.1137,0.6482,0.5021,2
2026-08-28 20:06:46,step_run2,1.027,41.02,53.33,instantaneous_fallback,28.218,5.207,0.0,1,,868,2265,0.2217,-35.33,3,-0.33,-35.13,121.5,121.5,0.2735,0.4722,0.0651,0.0,0.1176,0.6793,0.4722,1
2026-08-28 20:06:47,step_run2,1.055,43.31,53.33,instantaneous_fallback,28.442,5.37,0.0,1,,668,2597,0.2198,-35.33,3,0.0,-35.2,26.0,26.0,0.2887,0.4722,0.0671,0.0,0.1185,0.6745,0.4722,1
2026-08-28 20:06:48,step_run2,1.045,43.28,53.33,instantaneous_fallback,28.218,5.37,0.0,1,,1100,2509,0.2386,-34.67,3,0.67,-35.07,6.5,30.2,0.2885,0.4722,0.0671,0.0,0.1176,0.7215,0.4722,1
2026-08-28 20:06:49,step_run2,1.014,43.53,56.67,instantaneous_fallback,19.18,3.498,0.532,1,,1104,2414,0.2553,-35.0,3,-0.33,-35.07,57.8,57.8,0.2902,0.5209,0.0437,0.266,0.0799,0.7588,0.5209,2
2026-08-28 20:06:50,step_run2,1.022,22.08,56.67,instantaneous_fallback,6.187,3.498,0.532,1,,460,1287,0.275,-35.0,3,0.0,-35.07,45.0,45.0,0.1472,0.5209,0.0437,0.266,0.0258,0.7917,0.5209,2
2026-08-28 20:06:51,step_run2,1.266,34.87,56.67,instantaneous_fallback,6.187,7.432,0.0,1,,884,2452,0.2724,-35.33,3,-0.33,-35.07,60.0,60.0,0.2325,0.5209,0.0929,0.0,0.0258,0.7873,0.5209,2
2026-08-28 20:06:53,step_run2,2.029,31.34,56.67,instantaneous_fallback,6.187,7.432,0.0,1,,1434,3174,0.2962,-35.33,3,0.0,-35.07,6.5,19.7,0.2089,0.5209,0.0929,0.0,0.0258,0.827,0.5209,2
2026-08-28 20:06:55,step_run2,2.016,52.76,56.67,instantaneous_fallback,132.564,7.432,0.0,1,,450,937,0.2968,-35.33,3,0.0,-35.2,26.0,26.0,0.3517,0.5209,0.0929,0.0,0.5174,0.828,0.5209,2
2026-08-28 20:06:57,step_run2,2.016,35.48,73.33,instantaneous_fallback,850.705,7.432,0.0,1,,0,863,0.2703,-35.0,3,0.33,-35.2,121.5,121.5,0.2365,0.7291,0.0929,0.0,1.0,0.7838,1.0,3
2026-08-28 20:06:59,step_run2,2.016,48.21,76.67,instantaneous_fallback,850.705,7.432,0.0,1,,0,838,0.2509,-35.0,3,0.0,-35.2,81.0,81.0,0.3214,0.7778,0.0929,0.0,1.0,0.7515,1.0,3
2026-08-28 20:07:01,step_run2,2.016,48.51,73.33,instantaneous_fallback,850.705,7.432,0.0,1,,0,998,0.2167,-35.33,3,-0.33,-35.2,108.0,108.0,0.3234,0.7291,0.0929,0.0,1.0,0.6668,1.0,3
2026-08-28 20:07:03,step_run2,2.016,48.03,76.67,instantaneous_fallback,2.789,,,0,,2,958,0.0896,-35.0,3,0.33,-35.13,40.5,40.5,0.3202,0.7778,0.0,1.0,0.0116,0.224,1.0,3
2026-08-28 20:07:05,step_run2,1.223,117.73,70.0,instantaneous_fallback,202.727,,,0,,2070,7439,0.1574,-35.67,3,-0.67,-35.2,7.2,7.2,0.7849,0.6875,0.0,1.0,0.6149,0.5185,1.0,3
2026-08-28 20:07:06,step_run2,2.041,36.65,55.17,instantaneous_fallback,2.789,,,0,,908,3434,0.179,-35.33,3,0.33,-35.27,19.5,19.5,0.2443,0.5021,0.0,1.0,0.0116,0.5725,1.0,3
2026-08-28 20:07:08,step_run2,1.043,140.79,50.0,instantaneous_fallback,21.842,,,0,,2454,7974,0.2071,-35.33,3,0.0,-35.33,39.0,79.5,0.9386,0.4167,0.0,1.0,0.091,0.6428,1.0,3
2026-08-28 20:07:09,step_run2,1.26,50.71,55.17,instantaneous_fallback,21.842,5.51,14.894,1,,180,1802,0.2062,-35.33,3,0.0,-35.33,57.8,57.8,0.3381,0.5021,0.0689,1.0,0.091,0.6405,1.0,3
2026-08-28 20:07:10,step_run2,2.017,33.55,53.33,instantaneous_fallback,135.446,11.352,0.0,1,,1546,3335,0.2299,-36.0,3,-0.67,-35.53,28.9,28.9,0.2237,0.4722,0.1419,0.0,0.5215,0.6997,0.5215,2
2026-08-28 20:07:12,step_run2,2.012,76.42,53.33,instantaneous_fallback,135.446,11.352,0.0,1,,2882,8153,0.244,-35.0,3,1.0,-35.4,39.0,94.5,0.5095,0.4722,0.1419,0.0,0.5215,0.735,0.5215,2
2026-08-28 20:07:14,step_run2,1.029,135.5,53.33,instantaneous_fallback,40.544,7.518,2.926,1,,3204,6541,0.2697,-35.0,3,0.0,-35.33,6.5,55.2,0.9033,0.4722,0.094,0.6204,0.1689,0.7828,0.6204,2
2026-08-28 20:07:15,step_run2,1.187,34.13,66.67,instantaneous_fallback,40.544,7.518,2.926,1,,394,2204,0.2714,-35.33,3,-0.33,-35.33,13.5,13.5,0.2275,0.6459,0.094,0.6204,0.1689,0.7857,0.6459,2
2026-08-28 20:07:17,step_run2,1.051,94.91,66.67,instantaneous_fallback,84.037,7.631,0.0,1,,1868,4978,0.2818,-35.67,3,-0.33,-35.4,19.5,19.5,0.6327,0.6459,0.0954,0.0,0.3502,0.803,0.6459,2
2026-08-28 20:07:18,step_run2,1.101,70.02,60.0,instantaneous_fallback,139.391,7.631,0.0,1,,1882,4347,0.2806,-35.0,3,0.67,-35.2,28.9,28.9,0.4668,0.5625,0.0954,0.0,0.5269,0.801,0.5625,2
2026-08-28 20:07:19,step_run2,1.143,59.54,56.67,instantaneous_fallback,154.503,7.631,0.0,1,,610,3196,0.2723,-35.0,3,0.0,-35.2,6.5,30.2,0.3969,0.5209,0.0954,0.0,0.5479,0.7872,0.5479,2
2026-08-28 20:07:20,step_run2,2.012,32.55,56.67,instantaneous_fallback,154.503,7.637,10.106,1,,770,2733,0.2404,-35.33,3,-0.33,-35.27,6.5,10.0,0.217,0.5209,0.0955,1.0,0.5479,0.726,1.0,3
2026-08-28 20:07:22,step_run2,2.011,55.58,70.0,instantaneous_fallback,43.497,7.637,10.106,1,,2506,5575,0.2683,-35.33,3,0.0,-35.27,13.5,13.5,0.3705,0.6875,0.0955,1.0,0.1812,0.7805,1.0,3
2026-08-28 20:07:24,step_run2,1.326,73.42,72.41,instantaneous_fallback,43.497,7.637,10.106,1,,1618,4007,0.2711,-35.33,3,0.0,-35.2,6.5,14.1,0.4895,0.7176,0.0955,1.0,0.1812,0.7852,1.0,3
2026-08-28 20:07:25,step_run2,1.05,98.51,72.41,instantaneous_fallback,190.99,15.32,3.191,1,,2750,4327,0.2938,-35.33,3,0.0,-35.27,58.5,58.5,0.6567,0.7176,0.1915,0.6369,0.5986,0.823,0.7176,2
2026-08-28 20:07:26,step_run2,1.393,49.67,66.67,instantaneous_fallback,198.145,15.32,3.191,1,,648,3644,0.2902,-35.33,3,0.0,-35.33,13.0,13.0,0.3311,0.6459,0.1915,0.6369,0.6085,0.817,0.6459,2
2026-08-28 20:07:28,step_run2,2.029,41.81,66.67,instantaneous_fallback,198.145,15.32,3.191,1,,1554,3566,0.3006,-34.67,3,0.67,-35.2,45.0,45.0,0.2787,0.6459,0.1915,0.6369,0.6085,0.8343,0.6459,2
2026-08-28 20:07:30,step_run2,2.016,41.41,66.67,instantaneous_fallback,218.855,15.32,3.191,1,,2264,2662,0.3267,-34.0,3,0.67,-34.93,7.2,7.2,0.2761,0.6459,0.1915,0.6369,0.6373,0.8778,0.6459,2
2026-08-28 20:07:32,step_run2,2.016,56.74,66.67,instantaneous_fallback,218.855,11.558,0.266,1,,2608,5399,0.3339,-34.67,3,-0.67,-34.8,19.5,19.5,0.3783,0.6459,0.1445,0.133,0.6373,0.8898,0.6459,2
2026-08-28 20:07:34,step_run2,2.016,65.56,66.67,instantaneous_fallback,0.0,11.558,0.266,1,,2068,2950,0.3341,-34.67,3,0.0,-34.67,7.2,7.2,0.4371,0.6459,0.1445,0.133,1.0,0.8902,1.0,3
2026-08-28 20:07:36,step_run2,2.016,49.78,66.67,delta,0.0,11.558,0.266,1,,2,67,0.3672,-34.67,3,0.0,-34.53,30.0,30.0,0.3319,0.6459,0.1445,0.133,1.0,0.9453,1.0,3
2026-08-28 20:07:38,step_run2,2.994,26.39,82.76,instantaneous_fallback,516.703,11.558,0.266,1,,2,206,0.381,-35.0,3,-0.33,-34.6,6.5,17.7,0.1759,0.8793,0.1445,0.133,0.8584,0.9683,0.8793,3
2026-08-28 20:07:41,step_run2,2.03,79.42,82.76,delta,516.703,11.558,0.266,1,,82,1219,0.3261,-35.0,3,0.0,-34.8,6.5,70.8,0.5295,0.8793,0.1445,0.133,0.8584,0.8768,0.8793,3
2026-08-28 20:07:43,step_run2,2.995,36.57,82.76,instantaneous_fallback,992.369,,,0,,0,367,0.3093,-35.67,3,-0.67,-35.0,6.5,36.8,0.2438,0.8793,0.0,1.0,1.0,0.8488,1.0,3
2026-08-28 20:07:46,step_run2,2.85,61.28,83.33,instantaneous_fallback,920.279,,,0,,12,718,0.0366,-35.33,3,0.33,-35.13,57.8,57.8,0.4085,0.8888,0.0,1.0,1.0,0.0915,1.0,3
2026-08-28 20:07:49,step_run2,2.027,81.78,83.33,instantaneous_fallback,992.737,,,0,,46,820,0.0409,-35.33,3,0.0,-35.27,39.0,39.0,0.5452,0.8888,0.0,1.0,1.0,0.1022,1.0,3
2026-08-28 20:07:51,step_run2,2.016,45.69,80.0,instantaneous_fallback,920.279,,,0,,164,1159,0.0663,-35.0,3,0.33,-35.27,30.0,30.0,0.3046,0.8333,0.0,1.0,1.0,0.1658,1.0,3
2026-08-28 20:07:53,step_run2,1.381,58.88,80.0,instantaneous_fallback,354.579,,,0,,540,2589,0.1188,-35.33,3,-0.33,-35.33,6.5,32.5,0.3925,0.8333,0.0,1.0,0.7773,0.344,1.0,3
2026-08-28 20:07:54,step_run2,1.173,54.16,73.33,instantaneous_fallback,241.993,12.436,10.372,1,,704,3276,0.1462,-35.33,3,0.0,-35.27,15.0,27.0,0.3611,0.7291,0.1555,1.0,0.6694,0.481,1.0,3
2026-08-28 20:07:55,step_run2,2.022,30.56,65.52,instantaneous_fallback,142.565,12.436,10.372,1,,1992,2191,0.2556,-35.67,3,-0.33,-35.33,6.5,35.8,0.2037,0.6315,0.1555,1.0,0.5313,0.7593,1.0,3
2026-08-28 20:07:57,step_run2,1.192,113.81,56.67,instantaneous_fallback,142.565,12.436,10.372,1,,2540,7168,0.2661,-35.67,3,0.0,-35.4,6.5,36.8,0.7587,0.5209,0.1555,1.0,0.5313,0.7768,1.0,3
2026-08-28 20:07:58,step_run2,2.04,27.79,63.33,instantaneous_fallback,135.523,12.436,10.372,1,,1498,2264,0.2938,-35.33,3,0.33,-35.47,39.0,41.1,0.1853,0.6041,0.1555,1.0,0.5216,0.823,1.0,3
2026-08-28 20:08:01,step_run2,2.016,62.74,63.33,instantaneous_fallback,244.815,10.932,2.66,1,,2140,3617,0.324,-35.67,3,-0.33,-35.53,6.5,41.8,0.4183,0.6041,0.1366,0.6038,0.6734,0.8733,0.6734,2
2026-08-28 20:08:03,step_run2,2.016,74.45,76.67,instantaneous_fallback,267.459,10.932,2.66,1,,2384,4661,0.3465,-36.0,3,-0.33,-35.67,27.0,33.0,0.4963,0.7778,0.1366,0.6038,0.7048,0.9108,0.7778,3
2026-08-28 20:08:05,step_run2,2.016,69.71,76.67,instantaneous_fallback,313.567,10.932,2.66,1,,3378,4127,0.3535,-35.0,3,1.0,-35.53,6.5,31.1,0.4647,0.7778,0.1366,0.6038,0.7568,0.9225,0.7778,3
